n,p,m
"{""label"":Gene_Has_Physical_Location,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#R145}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":Gene_Has_Physical_Location,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#R145}","{""uri"":http://www.w3.org/2000/01/rdf-schema#range}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Disease_Has_Primary_Anatomic_Site],""name"":disease_has_primary_anatomic_site,""definition"":['A role used to relate a disease to the anatomical site where the originating pathological process is located. The domain and the range for this role are 'Disease, Disorder or Finding' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Disease_Has_Primary_Anatomic_Site,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43761,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Disease_Has_Primary_Anatomic_Site],""name"":disease_has_primary_anatomic_site,""definition"":['A role used to relate a disease to the anatomical site where the originating pathological process is located. The domain and the range for this role are 'Disease, Disorder or Finding' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Disease_Has_Primary_Anatomic_Site,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43761,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Disease_Has_Primary_Anatomic_Site],""name"":disease_has_primary_anatomic_site,""definition"":['A role used to relate a disease to the anatomical site where the originating pathological process is located. The domain and the range for this role are 'Disease, Disorder or Finding' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Disease_Has_Primary_Anatomic_Site,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43761,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disease_Has_Primary_Anatomic_Site],""name"":disease_has_primary_anatomic_site,""definition"":['A role used to relate a disease to the anatomical site where the originating pathological process is located. The domain and the range for this role are 'Disease, Disorder or Finding' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Disease_Has_Primary_Anatomic_Site,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43761,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Role, NCI Thesaurus Role],""name"":nci thesaurus role,""definition"":['A specific non-hierarchical, named relationship between concepts present in the NCI Thesaurus.'],""label"":NCI Thesaurus Role,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43643,""ontology"":NCIT}"
"{""synonym"":[Body Structure, Body Part],""name"":body part,""definition"":['Any part of an organism.'],""label"":Body Part,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32221,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Body Structure, Body Part],""name"":body part,""definition"":['Any part of an organism.'],""label"":Body Part,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32221,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Body Structure, Body Part],""name"":body part,""definition"":['Any part of an organism.'],""label"":Body Part,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32221,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Body Structure, Body Part],""name"":body part,""definition"":['Any part of an organism.'],""label"":Body Part,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32221,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""label"":Disease_May_Have_Normal_Tissue_Origin,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#R111}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":Disease_May_Have_Normal_Tissue_Origin,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#R111}","{""uri"":http://www.w3.org/2000/01/rdf-schema#range}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Allele_Absent_From_Wild-type_Chromosomal_Location],""name"":allele_absent_from_wild-type_chromosomal_location,""definition"":['A role used for an allele whose location has changed from the wild-type gene chromosomal location. This role is used to negate an inherited role relationship that is asserted between the parent gene class and a chromosomal location when an allele has moved (e.g., translocation, inversion, etc.). The domain and range for this role are 'Gene' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Allele_Absent_From_Wild-type_Chromosomal_Location,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45458,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Allele_Absent_From_Wild-type_Chromosomal_Location],""name"":allele_absent_from_wild-type_chromosomal_location,""definition"":['A role used for an allele whose location has changed from the wild-type gene chromosomal location. This role is used to negate an inherited role relationship that is asserted between the parent gene class and a chromosomal location when an allele has moved (e.g., translocation, inversion, etc.). The domain and range for this role are 'Gene' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Allele_Absent_From_Wild-type_Chromosomal_Location,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45458,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Allele_Absent_From_Wild-type_Chromosomal_Location],""name"":allele_absent_from_wild-type_chromosomal_location,""definition"":['A role used for an allele whose location has changed from the wild-type gene chromosomal location. This role is used to negate an inherited role relationship that is asserted between the parent gene class and a chromosomal location when an allele has moved (e.g., translocation, inversion, etc.). The domain and range for this role are 'Gene' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Allele_Absent_From_Wild-type_Chromosomal_Location,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45458,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Allele_Absent_From_Wild-type_Chromosomal_Location],""name"":allele_absent_from_wild-type_chromosomal_location,""definition"":['A role used for an allele whose location has changed from the wild-type gene chromosomal location. This role is used to negate an inherited role relationship that is asserted between the parent gene class and a chromosomal location when an allele has moved (e.g., translocation, inversion, etc.). The domain and range for this role are 'Gene' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Allele_Absent_From_Wild-type_Chromosomal_Location,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45458,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Role, NCI Thesaurus Role],""name"":nci thesaurus role,""definition"":['A specific non-hierarchical, named relationship between concepts present in the NCI Thesaurus.'],""label"":NCI Thesaurus Role,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43643,""ontology"":NCIT}"
"{""label"":Gene_Product_Has_Associated_Anatomy,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#R46}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":Gene_Product_Has_Associated_Anatomy,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#R46}","{""uri"":http://www.w3.org/2000/01/rdf-schema#range}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Gene_Product_Has_Structural_Domain_Or_Motif],""name"":gene_product_has_structural_domain_or_motif,""definition"":['A role used specify information about protein domains or motifs present in a protein that can give insight into protein function. The domain and range for this role are 'Gene Product' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Gene_Product_Has_Structural_Domain_Or_Motif,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43797,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Gene_Product_Has_Structural_Domain_Or_Motif],""name"":gene_product_has_structural_domain_or_motif,""definition"":['A role used specify information about protein domains or motifs present in a protein that can give insight into protein function. The domain and range for this role are 'Gene Product' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Gene_Product_Has_Structural_Domain_Or_Motif,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43797,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Gene_Product_Has_Structural_Domain_Or_Motif],""name"":gene_product_has_structural_domain_or_motif,""definition"":['A role used specify information about protein domains or motifs present in a protein that can give insight into protein function. The domain and range for this role are 'Gene Product' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Gene_Product_Has_Structural_Domain_Or_Motif,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43797,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Gene_Product_Has_Structural_Domain_Or_Motif],""name"":gene_product_has_structural_domain_or_motif,""definition"":['A role used specify information about protein domains or motifs present in a protein that can give insight into protein function. The domain and range for this role are 'Gene Product' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Gene_Product_Has_Structural_Domain_Or_Motif,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43797,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Role, NCI Thesaurus Role],""name"":nci thesaurus role,""definition"":['A specific non-hierarchical, named relationship between concepts present in the NCI Thesaurus.'],""label"":NCI Thesaurus Role,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43643,""ontology"":NCIT}"
"{""synonym"":[GRAM, gram(s), Gram, gm, gram, g],""name"":gram,""definition"":['The metric unit of mass equal to one thousandth of a kilogram. One gram equals approximately 15.432 grains or 0.035 273 966 ounce.'],""label"":Gram,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48155,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Unit of Measurement, medication_units_of_measure, Units, unit(s), Unit, unit, medication units of measure, Unit(s), Unit of Measure, UOM, U],""name"":unit of measure,""definition"":['A named quantity in terms of which other quantities are measured or specified, used as a standard measurement of like kinds.'],""label"":Unit of Measure,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25709,""ontology"":NCIT}"
"{""synonym"":[GRAM, gram(s), Gram, gm, gram, g],""name"":gram,""definition"":['The metric unit of mass equal to one thousandth of a kilogram. One gram equals approximately 15.432 grains or 0.035 273 966 ounce.'],""label"":Gram,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48155,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Unit of Measurement, medication_units_of_measure, Units, unit(s), Unit, unit, medication units of measure, Unit(s), Unit of Measure, UOM, U],""name"":unit of measure,""definition"":['A named quantity in terms of which other quantities are measured or specified, used as a standard measurement of like kinds.'],""label"":Unit of Measure,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25709,""ontology"":NCIT}"
"{""synonym"":[GRAM, gram(s), Gram, gm, gram, g],""name"":gram,""definition"":['The metric unit of mass equal to one thousandth of a kilogram. One gram equals approximately 15.432 grains or 0.035 273 966 ounce.'],""label"":Gram,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48155,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[GRAM, gram(s), Gram, gm, gram, g],""name"":gram,""definition"":['The metric unit of mass equal to one thousandth of a kilogram. One gram equals approximately 15.432 grains or 0.035 273 966 ounce.'],""label"":Gram,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48155,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Unit of Mass],""name"":unit of mass,""definition"":['An indication of the type of unit of measure being used to express a mass.'],""label"":Unit of Mass,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42579,""ontology"":NCIT}"
"{""synonym"":[GRAM, gram(s), Gram, gm, gram, g],""name"":gram,""definition"":['The metric unit of mass equal to one thousandth of a kilogram. One gram equals approximately 15.432 grains or 0.035 273 966 ounce.'],""label"":Gram,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48155,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[POTENCY UNIT, Unit of Potency, Potency Unit],""name"":potency unit,""definition"":['The basic quantity or increment used to describe the strength of a product or amount of product in a package.'],""label"":Potency Unit,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48470,""ontology"":NCIT}"
"{""synonym"":[Unit of Mass],""name"":unit of mass,""definition"":['An indication of the type of unit of measure being used to express a mass.'],""label"":Unit of Mass,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42579,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Unit of Mass],""name"":unit of mass,""definition"":['An indication of the type of unit of measure being used to express a mass.'],""label"":Unit of Mass,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42579,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Unit by Category],""name"":unit by category,""definition"":[],""label"":Unit by Category,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42568,""ontology"":NCIT}"
"{""synonym"":[zmol/aL, mcmol/mL, Attomole per Femtoliter, Picomole per Nanoliter, nmol/uL, millimole(s)/litre, umol/ml, micromole(s)/millilitre, millimole per liter, Millimole/Liter, ymol/zL, Femtomole per Picoliter, pmol/nL, Zeptomole per Attoliter, amol/fL, Yoctomole per Zeptoliter, fmol/pL, Millimolar, umol/mL, mmol/L, Millimole per Liter, mol/m3, Micromole per Milliliter, mmol/l, Nanomole per Microliter, Mole per Cubic Meter],""name"":millimole per liter,""definition"":['A unit of concentration (molarity unit) equal to one thousandth of a mole (10E-3 mole) of solute per one liter of solution.'],""label"":Millimole per Liter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64387,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Unit of Measurement, medication_units_of_measure, Units, unit(s), Unit, unit, medication units of measure, Unit(s), Unit of Measure, UOM, U],""name"":unit of measure,""definition"":['A named quantity in terms of which other quantities are measured or specified, used as a standard measurement of like kinds.'],""label"":Unit of Measure,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25709,""ontology"":NCIT}"
"{""synonym"":[zmol/aL, mcmol/mL, Attomole per Femtoliter, Picomole per Nanoliter, nmol/uL, millimole(s)/litre, umol/ml, micromole(s)/millilitre, millimole per liter, Millimole/Liter, ymol/zL, Femtomole per Picoliter, pmol/nL, Zeptomole per Attoliter, amol/fL, Yoctomole per Zeptoliter, fmol/pL, Millimolar, umol/mL, mmol/L, Millimole per Liter, mol/m3, Micromole per Milliliter, mmol/l, Nanomole per Microliter, Mole per Cubic Meter],""name"":millimole per liter,""definition"":['A unit of concentration (molarity unit) equal to one thousandth of a mole (10E-3 mole) of solute per one liter of solution.'],""label"":Millimole per Liter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64387,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Unit of Measurement, medication_units_of_measure, Units, unit(s), Unit, unit, medication units of measure, Unit(s), Unit of Measure, UOM, U],""name"":unit of measure,""definition"":['A named quantity in terms of which other quantities are measured or specified, used as a standard measurement of like kinds.'],""label"":Unit of Measure,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25709,""ontology"":NCIT}"
"{""synonym"":[zmol/aL, mcmol/mL, Attomole per Femtoliter, Picomole per Nanoliter, nmol/uL, millimole(s)/litre, umol/ml, micromole(s)/millilitre, millimole per liter, Millimole/Liter, ymol/zL, Femtomole per Picoliter, pmol/nL, Zeptomole per Attoliter, amol/fL, Yoctomole per Zeptoliter, fmol/pL, Millimolar, umol/mL, mmol/L, Millimole per Liter, mol/m3, Micromole per Milliliter, mmol/l, Nanomole per Microliter, Mole per Cubic Meter],""name"":millimole per liter,""definition"":['A unit of concentration (molarity unit) equal to one thousandth of a mole (10E-3 mole) of solute per one liter of solution.'],""label"":Millimole per Liter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64387,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[zmol/aL, mcmol/mL, Attomole per Femtoliter, Picomole per Nanoliter, nmol/uL, millimole(s)/litre, umol/ml, micromole(s)/millilitre, millimole per liter, Millimole/Liter, ymol/zL, Femtomole per Picoliter, pmol/nL, Zeptomole per Attoliter, amol/fL, Yoctomole per Zeptoliter, fmol/pL, Millimolar, umol/mL, mmol/L, Millimole per Liter, mol/m3, Micromole per Milliliter, mmol/l, Nanomole per Microliter, Mole per Cubic Meter],""name"":millimole per liter,""definition"":['A unit of concentration (molarity unit) equal to one thousandth of a mole (10E-3 mole) of solute per one liter of solution.'],""label"":Millimole per Liter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64387,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Unit of Amount of Substance Concentration, Unit of Substance Concentration, Molarity Unit, Molarity, Unit of Amount Concentration, Unit of Concentration of Amount of Substance],""name"":molarity unit,""definition"":['A unit of concentration of amount of substance measured as the number of moles of solute per liter of mixture.'],""label"":Molarity Unit,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64567,""ontology"":NCIT}"
"{""synonym"":[Unit of Amount of Substance Concentration, Unit of Substance Concentration, Molarity Unit, Molarity, Unit of Amount Concentration, Unit of Concentration of Amount of Substance],""name"":molarity unit,""definition"":['A unit of concentration of amount of substance measured as the number of moles of solute per liter of mixture.'],""label"":Molarity Unit,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64567,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Unit of Amount of Substance Concentration, Unit of Substance Concentration, Molarity Unit, Molarity, Unit of Amount Concentration, Unit of Concentration of Amount of Substance],""name"":molarity unit,""definition"":['A unit of concentration of amount of substance measured as the number of moles of solute per liter of mixture.'],""label"":Molarity Unit,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64567,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Concentration Unit, Unit of Concentration],""name"":unit of concentration,""definition"":['An indication of the type of unit of measure being used to express a concentration.'],""label"":Unit of Concentration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48207,""ontology"":NCIT}"
"{""synonym"":[Concentration Unit, Unit of Concentration],""name"":unit of concentration,""definition"":['An indication of the type of unit of measure being used to express a concentration.'],""label"":Unit of Concentration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48207,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Concentration Unit, Unit of Concentration],""name"":unit of concentration,""definition"":['An indication of the type of unit of measure being used to express a concentration.'],""label"":Unit of Concentration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48207,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Unit by Category],""name"":unit by category,""definition"":[],""label"":Unit by Category,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42568,""ontology"":NCIT}"
"{""synonym"":[mIU/L, u[iU]/ml, Microinternational Unit/Milliliter, Milliinternational Unit per Liter, Microinternational Unit per Milliliter, microinternational unit per milliliter, m[iU]/L, u[IU]/ml, Micro-International Unit per milliliter, n[iU]/uL, uIU/mL, u[IU]/mL, u[iU]/mL, Nanointernational Unit per Microliter, mIE/L, mcIU/mL, uiU/mL],""name"":microinternational unit per milliliter,""definition"":['Unit of arbitrary substance concentration (biologic activity concentration) defined as the concentration of one millionth of international unit per one milliliter of system volume.'],""label"":Microinternational Unit per Milliliter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67405,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Unit of Measurement, medication_units_of_measure, Units, unit(s), Unit, unit, medication units of measure, Unit(s), Unit of Measure, UOM, U],""name"":unit of measure,""definition"":['A named quantity in terms of which other quantities are measured or specified, used as a standard measurement of like kinds.'],""label"":Unit of Measure,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25709,""ontology"":NCIT}"
