n,p,m
"{""synonym"":[Complication of pregnancy, childbirth and/or puerperium (disorder)],""name"":complication of pregnancy, childbirth and/or puerperium,""definition"":[],""label"":Complication of pregnancy, childbirth and/or puerperium,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/198609003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Complication (disorder)],""name"":complication,""definition"":[],""label"":Complication,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/116223007,""ontology"":SNOMEDCT}"
"{""synonym"":[Complication (disorder)],""name"":complication,""definition"":[],""label"":Complication,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/116223007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Complication (disorder)],""name"":complication,""definition"":[],""label"":Complication,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/116223007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}"
"{""synonym"":[Pregnancy, childbirth and puerperium observations],""name"":pregnancy, childbirth and puerperium finding,""definition"":[],""label"":Pregnancy, childbirth and puerperium finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/248982007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Pregnancy, childbirth and puerperium observations],""name"":pregnancy, childbirth and puerperium finding,""definition"":[],""label"":Pregnancy, childbirth and puerperium finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/248982007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Born by normal vaginal delivery (situation)],""name"":born by normal vaginal delivery,""definition"":[],""label"":Born by normal vaginal delivery,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/395683001,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Born by normal vaginal delivery (situation)],""name"":born by normal vaginal delivery,""definition"":[],""label"":Born by normal vaginal delivery,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/395683001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Born by normal vaginal delivery (situation)],""name"":born by normal vaginal delivery,""definition"":[],""label"":Born by normal vaginal delivery,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/395683001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Birth history (situation)],""name"":birth history,""definition"":[],""label"":Birth history,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/394698008,""ontology"":SNOMEDCT}"
"{""synonym"":[Birth history (situation)],""name"":birth history,""definition"":[],""label"":Birth history,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/394698008,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Birth history (situation)],""name"":birth history,""definition"":[],""label"":Birth history,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/394698008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Birth history (situation)],""name"":birth history,""definition"":[],""label"":Birth history,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/394698008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[PMH - past medical history],""name"":history of clinical finding in subject,""definition"":[],""label"":History of clinical finding in subject,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/417662000,""ontology"":SNOMEDCT}"
"{""synonym"":[History of past delivery (situation)],""name"":history of past delivery,""definition"":[],""label"":History of past delivery,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/272058002,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[History of past delivery (situation)],""name"":history of past delivery,""definition"":[],""label"":History of past delivery,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/272058002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[History of past delivery (situation)],""name"":history of past delivery,""definition"":[],""label"":History of past delivery,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/272058002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Past history of procedure (situation)],""name"":past history of procedure,""definition"":[],""label"":Past history of procedure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/416940007,""ontology"":SNOMEDCT}"
"{""synonym"":[Past history of procedure (situation)],""name"":past history of procedure,""definition"":[],""label"":Past history of procedure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/416940007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Past history of procedure (situation)],""name"":past history of procedure,""definition"":[],""label"":Past history of procedure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/416940007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Context-dependent procedure],""name"":procedure with explicit context,""definition"":[],""label"":Procedure with explicit context,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129125009,""ontology"":SNOMEDCT}"
"{""synonym"":[Context-dependent procedure],""name"":procedure with explicit context,""definition"":[],""label"":Procedure with explicit context,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129125009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Context-dependent procedure],""name"":procedure with explicit context,""definition"":[],""label"":Procedure with explicit context,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129125009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Context-dependent category],""name"":situation with explicit context,""definition"":[],""label"":Situation with explicit context,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/243796009,""ontology"":SNOMEDCT}"
"{""synonym"":[Absence of signs and symptoms of radiation injury (situation)],""name"":absence of signs and symptoms of radiation injury,""definition"":[],""label"":Absence of signs and symptoms of radiation injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397606006,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Absence of signs and symptoms of radiation injury (situation)],""name"":absence of signs and symptoms of radiation injury,""definition"":[],""label"":Absence of signs and symptoms of radiation injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397606006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Absence of signs and symptoms of radiation injury (situation)],""name"":absence of signs and symptoms of radiation injury,""definition"":[],""label"":Absence of signs and symptoms of radiation injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397606006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Free from signs and symptoms of acquired physical injury],""name"":absence of signs and symptoms of physical injury,""definition"":[],""label"":Absence of signs and symptoms of physical injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397719002,""ontology"":SNOMEDCT}"
"{""synonym"":[Free from signs and symptoms of acquired physical injury],""name"":absence of signs and symptoms of physical injury,""definition"":[],""label"":Absence of signs and symptoms of physical injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397719002,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Free from signs and symptoms of acquired physical injury],""name"":absence of signs and symptoms of physical injury,""definition"":[],""label"":Absence of signs and symptoms of physical injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397719002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Free from signs and symptoms of acquired physical injury],""name"":absence of signs and symptoms of physical injury,""definition"":[],""label"":Absence of signs and symptoms of physical injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397719002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Clinical finding absent (situation)],""name"":clinical finding absent,""definition"":[],""label"":Clinical finding absent,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/373572006,""ontology"":SNOMEDCT}"
"{""synonym"":[Born by cesarean section (situation)],""name"":born by cesarean section,""definition"":[],""label"":Born by cesarean section,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/394699000,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Born by cesarean section (situation)],""name"":born by cesarean section,""definition"":[],""label"":Born by cesarean section,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/394699000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Born by cesarean section (situation)],""name"":born by cesarean section,""definition"":[],""label"":Born by cesarean section,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/394699000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Birth history (situation)],""name"":birth history,""definition"":[],""label"":Birth history,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/394698008,""ontology"":SNOMEDCT}"
"{""synonym"":[Has infirm partner (situation)],""name"":has infirm partner,""definition"":[],""label"":Has infirm partner,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/275144009,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Has infirm partner (situation)],""name"":has infirm partner,""definition"":[],""label"":Has infirm partner,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/275144009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Has infirm partner (situation)],""name"":has infirm partner,""definition"":[],""label"":Has infirm partner,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/275144009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Context-dependent finding],""name"":finding with explicit context,""definition"":[],""label"":Finding with explicit context,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/413350009,""ontology"":SNOMEDCT}"
"{""synonym"":[Single liveborn born in hospital by cesarean section (situation)],""name"":single liveborn born in hospital by cesarean section,""definition"":[],""label"":Single liveborn born in hospital by cesarean section,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442423001,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Single liveborn born in hospital by cesarean section (situation)],""name"":single liveborn born in hospital by cesarean section,""definition"":[],""label"":Single liveborn born in hospital by cesarean section,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442423001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Single liveborn born in hospital by cesarean section (situation)],""name"":single liveborn born in hospital by cesarean section,""definition"":[],""label"":Single liveborn born in hospital by cesarean section,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442423001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Liveborn born in hospital by caesarean section],""name"":liveborn born in hospital by cesarean section,""definition"":[],""label"":Liveborn born in hospital by cesarean section,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442365008,""ontology"":SNOMEDCT}"
"{""synonym"":[Liveborn born in hospital by caesarean section],""name"":liveborn born in hospital by cesarean section,""definition"":[],""label"":Liveborn born in hospital by cesarean section,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442365008,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Liveborn born in hospital by caesarean section],""name"":liveborn born in hospital by cesarean section,""definition"":[],""label"":Liveborn born in hospital by cesarean section,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442365008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Liveborn born in hospital by caesarean section],""name"":liveborn born in hospital by cesarean section,""definition"":[],""label"":Liveborn born in hospital by cesarean section,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442365008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Liveborn born in hospital (situation)],""name"":liveborn born in hospital,""definition"":[],""label"":Liveborn born in hospital,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442311008,""ontology"":SNOMEDCT}"
"{""synonym"":[Liveborn born in hospital by caesarean section],""name"":liveborn born in hospital by cesarean section,""definition"":[],""label"":Liveborn born in hospital by cesarean section,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442365008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Born by cesarean section (situation)],""name"":born by cesarean section,""definition"":[],""label"":Born by cesarean section,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/394699000,""ontology"":SNOMEDCT}"
"{""synonym"":[Liveborn born in hospital (situation)],""name"":liveborn born in hospital,""definition"":[],""label"":Liveborn born in hospital,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442311008,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Liveborn born in hospital (situation)],""name"":liveborn born in hospital,""definition"":[],""label"":Liveborn born in hospital,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442311008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Liveborn born in hospital (situation)],""name"":liveborn born in hospital,""definition"":[],""label"":Liveborn born in hospital,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442311008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Birth history (situation)],""name"":birth history,""definition"":[],""label"":Birth history,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/394698008,""ontology"":SNOMEDCT}"
"{""synonym"":[Clinical finding not suspected (situation)],""name"":clinical finding not suspected,""definition"":[],""label"":Clinical finding not suspected,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/444436002,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Clinical finding not suspected (situation)],""name"":clinical finding not suspected,""definition"":[],""label"":Clinical finding not suspected,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/444436002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Clinical finding not suspected (situation)],""name"":clinical finding not suspected,""definition"":[],""label"":Clinical finding not suspected,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/444436002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Context-dependent finding],""name"":finding with explicit context,""definition"":[],""label"":Finding with explicit context,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/413350009,""ontology"":SNOMEDCT}"
"{""synonym"":[A/B cover need - surg./dentist (situation)],""name"":a/b cover need - surg./dentist,""definition"":[],""label"":A/B cover need - surg./dentist,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/267006003,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[A/B cover need - surg./dentist (situation)],""name"":a/b cover need - surg./dentist,""definition"":[],""label"":A/B cover need - surg./dentist,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/267006003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[A/B cover need - surg./dentist (situation)],""name"":a/b cover need - surg./dentist,""definition"":[],""label"":A/B cover need - surg./dentist,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/267006003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[History of risk factor],""name"":h/o: risk factor,""definition"":[],""label"":H/O: risk factor,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/161632004,""ontology"":SNOMEDCT}"
"{""synonym"":[History of risk factor],""name"":h/o: risk factor,""definition"":[],""label"":H/O: risk factor,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/161632004,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[History of risk factor],""name"":h/o: risk factor,""definition"":[],""label"":H/O: risk factor,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/161632004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[History of risk factor],""name"":h/o: risk factor,""definition"":[],""label"":H/O: risk factor,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/161632004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[PMH - past medical history],""name"":history of clinical finding in subject,""definition"":[],""label"":History of clinical finding in subject,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/417662000,""ontology"":SNOMEDCT}"
"{""synonym"":[A/B cover need - dentistry (situation)],""name"":a/b cover need - dentistry,""definition"":[],""label"":A/B cover need - dentistry,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/275556002,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[A/B cover need - dentistry (situation)],""name"":a/b cover need - dentistry,""definition"":[],""label"":A/B cover need - dentistry,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/275556002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[A/B cover need - dentistry (situation)],""name"":a/b cover need - dentistry,""definition"":[],""label"":A/B cover need - dentistry,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/275556002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[A/B cover need - surg./dentist (situation)],""name"":a/b cover need - surg./dentist,""definition"":[],""label"":A/B cover need - surg./dentist,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/267006003,""ontology"":SNOMEDCT}"
"{""synonym"":[Absence of signs and symptoms of chemical injury (situation)],""name"":absence of signs and symptoms of chemical injury,""definition"":[],""label"":Absence of signs and symptoms of chemical injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397658000,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Absence of signs and symptoms of chemical injury (situation)],""name"":absence of signs and symptoms of chemical injury,""definition"":[],""label"":Absence of signs and symptoms of chemical injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397658000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Absence of signs and symptoms of chemical injury (situation)],""name"":absence of signs and symptoms of chemical injury,""definition"":[],""label"":Absence of signs and symptoms of chemical injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397658000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Free from signs and symptoms of acquired physical injury],""name"":absence of signs and symptoms of physical injury,""definition"":[],""label"":Absence of signs and symptoms of physical injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397719002,""ontology"":SNOMEDCT}"
"{""synonym"":[Absence of signs and symptoms of transfer/transport injury (situation)],""name"":absence of signs and symptoms of transfer/transport injury,""definition"":[],""label"":Absence of signs and symptoms of transfer/transport injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397612001,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Absence of signs and symptoms of transfer/transport injury (situation)],""name"":absence of signs and symptoms of transfer/transport injury,""definition"":[],""label"":Absence of signs and symptoms of transfer/transport injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397612001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Absence of signs and symptoms of transfer/transport injury (situation)],""name"":absence of signs and symptoms of transfer/transport injury,""definition"":[],""label"":Absence of signs and symptoms of transfer/transport injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397612001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Free from signs and symptoms of acquired physical injury],""name"":absence of signs and symptoms of physical injury,""definition"":[],""label"":Absence of signs and symptoms of physical injury,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/397719002,""ontology"":SNOMEDCT}"
"{""synonym"":[Livebirth born before admission to hospital (situation)],""name"":livebirth born before admission to hospital,""definition"":[],""label"":Livebirth born before admission to hospital,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/445585003,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Livebirth born before admission to hospital (situation)],""name"":livebirth born before admission to hospital,""definition"":[],""label"":Livebirth born before admission to hospital,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/445585003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Livebirth born before admission to hospital (situation)],""name"":livebirth born before admission to hospital,""definition"":[],""label"":Livebirth born before admission to hospital,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/445585003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Born before arrival to hospital (situation)],""name"":born before arrival to hospital,""definition"":[],""label"":Born before arrival to hospital,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/445087001,""ontology"":SNOMEDCT}"
