n,p,m
"{""synonym"":[NCI Thesaurus Entity],""name"":nci thesaurus entity,""definition"":['The terminology entities that represent the elements that form and define the NCI Thesaurus.'],""label"":NCI Thesaurus Entity,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43639,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Terminology Entity],""name"":terminology entity,""definition"":['Terminology entities represent the elements that form and define an ontology.'],""label"":Terminology Entity,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42698,""ontology"":NCIT}"
"{""synonym"":[Terminology Entity],""name"":terminology entity,""definition"":['Terminology entities represent the elements that form and define an ontology.'],""label"":Terminology Entity,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42698,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Terminology Entity],""name"":terminology entity,""definition"":['Terminology entities represent the elements that form and define an ontology.'],""label"":Terminology Entity,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42698,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Conceptual Entity],""name"":conceptual entity,""definition"":['An organizational header for concepts representing mostly abstract entities.'],""label"":Conceptual Entity,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20181,""ontology"":NCIT}"
"{""synonym"":[gene, Gene, Genes],""name"":gene,""definition"":['A functional unit of heredity which occupies a specific position on a particular chromosome and serves as the template for a product that contributes to a phenotype or a biological function.'],""label"":Gene,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16612,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[Manufactured Object],""name"":manufactured object,""definition"":['A physical object created by hand or machine.'],""label"":Manufactured Object,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97325,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[isRetired, Retired Concept, All Retired Concepts, Retired Concepts],""name"":retired concept,""definition"":['Concept has been retired, and should not be used except to deal with old data.'],""label"":Retired Concept,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28428,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[Diagnostic, Therapeutic, and Research Equipment, Hardware, Diagnostic, Therapeutic, or Research Equipment, Equipment],""name"":diagnostic, therapeutic, or research equipment,""definition"":['A manufactured object that is used to perform diagnostic, therapeutic or research activities.'],""label"":Diagnostic, Therapeutic, or Research Equipment,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19238,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Manufactured Object],""name"":manufactured object,""definition"":['A physical object created by hand or machine.'],""label"":Manufactured Object,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97325,""ontology"":NCIT}"
"{""synonym"":[BiologicEntity, organism, Organismal, Taxon, Organism, Organisms],""name"":organism,""definition"":['A living entity.'],""label"":Organism,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14250,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[Molecular Alteration, Genetic Abnormality, Molecular Abnormality, Cytogenetic or Molecular Genetic Abnormality, Chromosomal, Gene, or Protein Abnormality, MOLECULAR_ABNORMALITY],""name"":molecular abnormality,""definition"":['A molecular or cytogenic abnormality which occurs in either human disease states or disease models.'],""label"":Molecular Abnormality,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3910,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[Non-Human or Experimental Organism Anatomical Concept, Experimental Organism Anatomical Concept],""name"":experimental organism anatomical concept,""definition"":['A biological structure, fluid or other substance that is present in a non-human organism; this includes anatomic entities found in organisms used in research settings. However, this grouping excludes single molecular entities.'],""label"":Experimental Organism Anatomical Concept,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22188,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[Non-Human or Experimental Organism Diagnosis, Experimental Organism Diagnosis],""name"":experimental organism diagnosis,""definition"":['A condition or observation that is relevant to disease states, models of disease or characterization of those conditions in a non-human organism; this includes conditions or observations in organisms used in research settings.'],""label"":Experimental Organism Diagnosis,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22187,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[Disease, Disorder or Finding],""name"":disease, disorder or finding,""definition"":['A condition that is relevant to human neoplasms and non-neoplastic disorders.  This includes observations, test results, history and other concepts relevant to the characterization of human pathologic conditions.'],""label"":Disease, Disorder or Finding,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7057,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[Diagnostic or Prognostic Factor],""name"":diagnostic or prognostic factor,""definition"":['A characteristic of an organism that contributes to the diagnosis or treatment of a disease or to the prediction of clinical outcomes.'],""label"":Diagnostic or Prognostic Factor,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20047,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[Genome Encoded Entity, Gene Product],""name"":gene product,""definition"":['A protein, RNA or a complex that contains proteins and/or RNA.'],""label"":Gene Product,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26548,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[Property or Attribute],""name"":property or attribute,""definition"":['A distinguishing quality or prominent aspect of a person, object, action, process, or substance.'],""label"":Property or Attribute,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20189,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[Drug, Food, Chemical or Biomedical Material],""name"":drug, food, chemical or biomedical material,""definition"":['An organic or inorganic substance, element, isotope, food or other materials derived from microorganism, plant, or animal sources. They can be used for the prevention, diagnosis, treatment or research of disease states, for industrial purposes, or for the promotion or maintenance of organism viability or health.'],""label"":Drug, Food, Chemical or Biomedical Material,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1908,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[NASAL, Nasal use, Nasal, Nasal Route of Administration, Intranasal Route of Administration],""name"":nasal route of administration,""definition"":['Administration of a drug by the way of the nose. This often results in systemic action of the agent due to absorption through the nasal mucosa. The richly supplied vascular nature of the nasal mucosa coupled with its high drug permeation makes the nasal route of administration attractive for many drugs, including proteins and peptides.'],""label"":Nasal Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38284,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[ROUTE_DETAIL, route of administration, route_of_administration, Route of Drug Administration, route of administration (ROA), Route of Administration, ROUTE, Drug Route of Administration, ROUTE OF ADMINISTRATION],""name"":route of administration,""definition"":['Designation of the part of the body through which or into which, or the way in which, the medicinal product is intended to be introduced. In some cases a medicinal product can be intended for more than one route and/or method of administration.'],""name_Dataset"":ROUTE OF ADMINISTRATION,""label"":Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38114,""ontology"":NCIT}"
"{""synonym"":[NASAL, Nasal use, Nasal, Nasal Route of Administration, Intranasal Route of Administration],""name"":nasal route of administration,""definition"":['Administration of a drug by the way of the nose. This often results in systemic action of the agent due to absorption through the nasal mucosa. The richly supplied vascular nature of the nasal mucosa coupled with its high drug permeation makes the nasal route of administration attractive for many drugs, including proteins and peptides.'],""label"":Nasal Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38284,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[ROUTE_DETAIL, route of administration, route_of_administration, Route of Drug Administration, route of administration (ROA), Route of Administration, ROUTE, Drug Route of Administration, ROUTE OF ADMINISTRATION],""name"":route of administration,""definition"":['Designation of the part of the body through which or into which, or the way in which, the medicinal product is intended to be introduced. In some cases a medicinal product can be intended for more than one route and/or method of administration.'],""name_Dataset"":ROUTE OF ADMINISTRATION,""label"":Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38114,""ontology"":NCIT}"
"{""synonym"":[NASAL, Nasal use, Nasal, Nasal Route of Administration, Intranasal Route of Administration],""name"":nasal route of administration,""definition"":['Administration of a drug by the way of the nose. This often results in systemic action of the agent due to absorption through the nasal mucosa. The richly supplied vascular nature of the nasal mucosa coupled with its high drug permeation makes the nasal route of administration attractive for many drugs, including proteins and peptides.'],""label"":Nasal Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38284,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[NASAL, Nasal use, Nasal, Nasal Route of Administration, Intranasal Route of Administration],""name"":nasal route of administration,""definition"":['Administration of a drug by the way of the nose. This often results in systemic action of the agent due to absorption through the nasal mucosa. The richly supplied vascular nature of the nasal mucosa coupled with its high drug permeation makes the nasal route of administration attractive for many drugs, including proteins and peptides.'],""label"":Nasal Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38284,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[ROUTE_DETAIL, route of administration, route_of_administration, Route of Drug Administration, route of administration (ROA), Route of Administration, ROUTE, Drug Route of Administration, ROUTE OF ADMINISTRATION],""name"":route of administration,""definition"":['Designation of the part of the body through which or into which, or the way in which, the medicinal product is intended to be introduced. In some cases a medicinal product can be intended for more than one route and/or method of administration.'],""name_Dataset"":ROUTE OF ADMINISTRATION,""label"":Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38114,""ontology"":NCIT}"
"{""synonym"":[INTRAVASCULAR, I-VASC, Intravascular Route of Administration, Intravascular],""name"":intravascular route of administration,""definition"":['The administration of an agent within a vessel or vessels.'],""label"":Intravascular Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38273,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[ROUTE_DETAIL, route of administration, route_of_administration, Route of Drug Administration, route of administration (ROA), Route of Administration, ROUTE, Drug Route of Administration, ROUTE OF ADMINISTRATION],""name"":route of administration,""definition"":['Designation of the part of the body through which or into which, or the way in which, the medicinal product is intended to be introduced. In some cases a medicinal product can be intended for more than one route and/or method of administration.'],""name_Dataset"":ROUTE OF ADMINISTRATION,""label"":Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38114,""ontology"":NCIT}"
"{""synonym"":[INTRAVASCULAR, I-VASC, Intravascular Route of Administration, Intravascular],""name"":intravascular route of administration,""definition"":['The administration of an agent within a vessel or vessels.'],""label"":Intravascular Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38273,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[ROUTE_DETAIL, route of administration, route_of_administration, Route of Drug Administration, route of administration (ROA), Route of Administration, ROUTE, Drug Route of Administration, ROUTE OF ADMINISTRATION],""name"":route of administration,""definition"":['Designation of the part of the body through which or into which, or the way in which, the medicinal product is intended to be introduced. In some cases a medicinal product can be intended for more than one route and/or method of administration.'],""name_Dataset"":ROUTE OF ADMINISTRATION,""label"":Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38114,""ontology"":NCIT}"
"{""synonym"":[INTRAVASCULAR, I-VASC, Intravascular Route of Administration, Intravascular],""name"":intravascular route of administration,""definition"":['The administration of an agent within a vessel or vessels.'],""label"":Intravascular Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38273,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[INTRAVASCULAR, I-VASC, Intravascular Route of Administration, Intravascular],""name"":intravascular route of administration,""definition"":['The administration of an agent within a vessel or vessels.'],""label"":Intravascular Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38273,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[PARENTERAL, PAREN, Parenteral Route of Administration, Parenteral],""name"":parenteral route of administration,""definition"":['Administration of a substance by some means other than through the gastrointestinal tract: usually through injection, infusion, or implantation. Predominantly, the drug action is systemic, but in some cases, it is confined to local area.'],""label"":Parenteral Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38291,""ontology"":NCIT}"
"{""synonym"":[PARENTERAL, PAREN, Parenteral Route of Administration, Parenteral],""name"":parenteral route of administration,""definition"":['Administration of a substance by some means other than through the gastrointestinal tract: usually through injection, infusion, or implantation. Predominantly, the drug action is systemic, but in some cases, it is confined to local area.'],""label"":Parenteral Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38291,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[ROUTE_DETAIL, route of administration, route_of_administration, Route of Drug Administration, route of administration (ROA), Route of Administration, ROUTE, Drug Route of Administration, ROUTE OF ADMINISTRATION],""name"":route of administration,""definition"":['Designation of the part of the body through which or into which, or the way in which, the medicinal product is intended to be introduced. In some cases a medicinal product can be intended for more than one route and/or method of administration.'],""name_Dataset"":ROUTE OF ADMINISTRATION,""label"":Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38114,""ontology"":NCIT}"
"{""synonym"":[PARENTERAL, PAREN, Parenteral Route of Administration, Parenteral],""name"":parenteral route of administration,""definition"":['Administration of a substance by some means other than through the gastrointestinal tract: usually through injection, infusion, or implantation. Predominantly, the drug action is systemic, but in some cases, it is confined to local area.'],""label"":Parenteral Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38291,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[ROUTE_DETAIL, route of administration, route_of_administration, Route of Drug Administration, route of administration (ROA), Route of Administration, ROUTE, Drug Route of Administration, ROUTE OF ADMINISTRATION],""name"":route of administration,""definition"":['Designation of the part of the body through which or into which, or the way in which, the medicinal product is intended to be introduced. In some cases a medicinal product can be intended for more than one route and/or method of administration.'],""name_Dataset"":ROUTE OF ADMINISTRATION,""label"":Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38114,""ontology"":NCIT}"
"{""synonym"":[PARENTERAL, PAREN, Parenteral Route of Administration, Parenteral],""name"":parenteral route of administration,""definition"":['Administration of a substance by some means other than through the gastrointestinal tract: usually through injection, infusion, or implantation. Predominantly, the drug action is systemic, but in some cases, it is confined to local area.'],""label"":Parenteral Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38291,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[PARENTERAL, PAREN, Parenteral Route of Administration, Parenteral],""name"":parenteral route of administration,""definition"":['Administration of a substance by some means other than through the gastrointestinal tract: usually through injection, infusion, or implantation. Predominantly, the drug action is systemic, but in some cases, it is confined to local area.'],""label"":Parenteral Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38291,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[ROUTE_DETAIL, route of administration, route_of_administration, Route of Drug Administration, route of administration (ROA), Route of Administration, ROUTE, Drug Route of Administration, ROUTE OF ADMINISTRATION],""name"":route of administration,""definition"":['Designation of the part of the body through which or into which, or the way in which, the medicinal product is intended to be introduced. In some cases a medicinal product can be intended for more than one route and/or method of administration.'],""name_Dataset"":ROUTE OF ADMINISTRATION,""label"":Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38114,""ontology"":NCIT}"
"{""synonym"":[Per Os, Oral use, Orally, PO, Oral, Oral Route of Administration, Intraoral Route of Administration, ORAL],""name"":oral route of administration,""definition"":['The introduction of a substance to the mouth or into the gastrointestinal tract by the way of the mouth, usually for systemic action. It is the most common, convenient, and usually the safest and least expensive route of drug administration, but it uses the most complicated pathway to the tissues and bioavailability varies. The disadvantages of method are hepatic first pass metabolism and enzymatic degradation of the drug within the gastrointestinal tract. This prohibits oral administration of certain classes of drugs especially peptides and proteins.'],""label"":Oral Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38288,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[ROUTE_DETAIL, route of administration, route_of_administration, Route of Drug Administration, route of administration (ROA), Route of Administration, ROUTE, Drug Route of Administration, ROUTE OF ADMINISTRATION],""name"":route of administration,""definition"":['Designation of the part of the body through which or into which, or the way in which, the medicinal product is intended to be introduced. In some cases a medicinal product can be intended for more than one route and/or method of administration.'],""name_Dataset"":ROUTE OF ADMINISTRATION,""label"":Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38114,""ontology"":NCIT}"
"{""synonym"":[Per Os, Oral use, Orally, PO, Oral, Oral Route of Administration, Intraoral Route of Administration, ORAL],""name"":oral route of administration,""definition"":['The introduction of a substance to the mouth or into the gastrointestinal tract by the way of the mouth, usually for systemic action. It is the most common, convenient, and usually the safest and least expensive route of drug administration, but it uses the most complicated pathway to the tissues and bioavailability varies. The disadvantages of method are hepatic first pass metabolism and enzymatic degradation of the drug within the gastrointestinal tract. This prohibits oral administration of certain classes of drugs especially peptides and proteins.'],""label"":Oral Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38288,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[ROUTE_DETAIL, route of administration, route_of_administration, Route of Drug Administration, route of administration (ROA), Route of Administration, ROUTE, Drug Route of Administration, ROUTE OF ADMINISTRATION],""name"":route of administration,""definition"":['Designation of the part of the body through which or into which, or the way in which, the medicinal product is intended to be introduced. In some cases a medicinal product can be intended for more than one route and/or method of administration.'],""name_Dataset"":ROUTE OF ADMINISTRATION,""label"":Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38114,""ontology"":NCIT}"
"{""synonym"":[Per Os, Oral use, Orally, PO, Oral, Oral Route of Administration, Intraoral Route of Administration, ORAL],""name"":oral route of administration,""definition"":['The introduction of a substance to the mouth or into the gastrointestinal tract by the way of the mouth, usually for systemic action. It is the most common, convenient, and usually the safest and least expensive route of drug administration, but it uses the most complicated pathway to the tissues and bioavailability varies. The disadvantages of method are hepatic first pass metabolism and enzymatic degradation of the drug within the gastrointestinal tract. This prohibits oral administration of certain classes of drugs especially peptides and proteins.'],""label"":Oral Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38288,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Per Os, Oral use, Orally, PO, Oral, Oral Route of Administration, Intraoral Route of Administration, ORAL],""name"":oral route of administration,""definition"":['The introduction of a substance to the mouth or into the gastrointestinal tract by the way of the mouth, usually for systemic action. It is the most common, convenient, and usually the safest and least expensive route of drug administration, but it uses the most complicated pathway to the tissues and bioavailability varies. The disadvantages of method are hepatic first pass metabolism and enzymatic degradation of the drug within the gastrointestinal tract. This prohibits oral administration of certain classes of drugs especially peptides and proteins.'],""label"":Oral Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38288,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[ROUTE_DETAIL, route of administration, route_of_administration, Route of Drug Administration, route of administration (ROA), Route of Administration, ROUTE, Drug Route of Administration, ROUTE OF ADMINISTRATION],""name"":route of administration,""definition"":['Designation of the part of the body through which or into which, or the way in which, the medicinal product is intended to be introduced. In some cases a medicinal product can be intended for more than one route and/or method of administration.'],""name_Dataset"":ROUTE OF ADMINISTRATION,""label"":Route of Administration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38114,""ontology"":NCIT}"
"{""synonym"":[],""name"":chemical identifier,""definition"":['Unique identifier of a chemical compound.'],""label"":Chemical identifier,""uri"":http://edamontology.org/data_0986,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#DatatypeProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[Small molecule identifier, Chemical compound identifier, Compound ID],""name"":compound identifier,""definition"":['Identifier of an entry from a database of chemicals.'],""label"":Compound identifier,""uri"":http://edamontology.org/data_1086,""ontology"":EDAM}"
"{""synonym"":[],""name"":chemical identifier,""definition"":['Unique identifier of a chemical compound.'],""label"":Chemical identifier,""uri"":http://edamontology.org/data_0986,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[Small molecule identifier, Chemical compound identifier, Compound ID],""name"":compound identifier,""definition"":['Identifier of an entry from a database of chemicals.'],""label"":Compound identifier,""uri"":http://edamontology.org/data_1086,""ontology"":EDAM}"
"{""synonym"":[],""name"":chemical identifier,""definition"":['Unique identifier of a chemical compound.'],""label"":Chemical identifier,""uri"":http://edamontology.org/data_0986,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":chemical identifier,""definition"":['Unique identifier of a chemical compound.'],""label"":Chemical identifier,""uri"":http://edamontology.org/data_0986,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[],""name"":ligand identifier,""definition"":['Code word for a ligand, for example from a PDB file.'],""label"":Ligand identifier,""uri"":http://edamontology.org/data_0992,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#DatatypeProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[Small molecule identifier, Chemical compound identifier, Compound ID],""name"":compound identifier,""definition"":['Identifier of an entry from a database of chemicals.'],""label"":Compound identifier,""uri"":http://edamontology.org/data_1086,""ontology"":EDAM}"
"{""synonym"":[],""name"":ligand identifier,""definition"":['Code word for a ligand, for example from a PDB file.'],""label"":Ligand identifier,""uri"":http://edamontology.org/data_0992,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[Small molecule identifier, Chemical compound identifier, Compound ID],""name"":compound identifier,""definition"":['Identifier of an entry from a database of chemicals.'],""label"":Compound identifier,""uri"":http://edamontology.org/data_1086,""ontology"":EDAM}"
"{""synonym"":[],""name"":ligand identifier,""definition"":['Code word for a ligand, for example from a PDB file.'],""label"":Ligand identifier,""uri"":http://edamontology.org/data_0992,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
